lga_code20,lga_name20,lga_type20,area_sqkm,latitude,longitude
51540,Carnarvon,S,46574.6082,-24.34996370639590,114.39102867760000
51610,Chapman Valley,S,3981.3333,-28.322376860081100,115.05912617532600
51680,Chittering,S,1219.9032,-31.37439471746290,116.0783361669260
51750,Claremont,T,4.9556,-31.980149103369600,115.77997604836000
51820,Cockburn,C,167.8989,-32.11430927848230,115.7929530942100
51890,Collie,S,1709.8149,-33.28355478480090,116.21156609075300
51960,Coolgardie,S,30297.6977,-31.1867854317861,120.96446295904400
52030,Coorow,S,4189.8791,-30.0216161596358,115.75921416774000
52100,Corrigin,S,2681.2709,-32.35836673143000,117.79902921363400
52170,Cottesloe,T,3.8564,-31.994003235697600,115.75849608046200
52240,Cranbrook,S,3276.0491,-34.31481841703800,117.28587301550300
52310,Cuballing,S,1195.337,-32.73540941094080,117.15917413201000
52380,Cue,S,13582.1956,-27.3108206509927,117.94004080789000
52450,Cunderdin,S,1862.4458,-31.59958143396830,117.15571980976600
52520,Dalwallinu,S,7224.3566,-30.12524678706350,116.94475432472000
52590,Dandaragan,S,6711.5721,-30.539613689335500,115.50606999348400
52660,Dardanup,S,525.8017,-33.415424986897300,115.8519147056290
52730,Denmark,S,1859.8488,-34.890484588957500,117.11882820923200
52800,Derby-West Kimberley,S,119730.9697,-17.791056548639800,124.97750799311200
52870,Donnybrook-Balingup,S,1559.8561,-33.66955306679360,115.97353804504400
52940,Dowerin,S,1863.0851,-31.107656348521300,117.11126816744700
53010,Dumbleyung,S,2539.2249,-33.22450145335900,117.96452742906800
53080,Dundas,S,92885.0302,-32.011335571867900,124.41787802157200
53150,East Fremantle,T,3.1384,-32.03794022856350,115.76816742839100
53220,East Pilbara,S,372307.466,-21.768483992962000,123.59665935971000
53290,Esperance,S,44797.5456,-33.22197254808350,122.25028145296200
53360,Exmouth,S,6488.0705,-22.521702133703800,114.16701184810900
53430,Fremantle,C,19.0103,-32.05764722451830,115.76656023643700
53570,Gingin,S,3208.3585,-31.191580001423900,115.69917406535000
53640,Gnowangerup,S,4265.0424,-34.06213520742500,118.28874203941800
53710,Goomalling,S,1835.4294,-31.242840992564200,116.78474777199900
53780,Gosnells,C,127.2975,-32.06623178304270,115.99213677784200
53800,Greater Geraldton,C,9909.0003,-28.561547868219000,115.49714848614200
53920,Halls Creek,S,133061.0128,-19.258216919436900,127.61695305418000
53990,Harvey,S,1727.6068,-33.101104812010100,115.91249555544400
54060,Irwin,S,2369.3298,-29.326041979817200,115.09181130991000
54130,Jerramungup,S,6508.5904,-34.07044001305710,119.10126543133100
54170,Joondalup,C,98.9285,-31.783492680214800,115.76670321690000
54200,Kalamunda,C,324.2957,-32.01224507284930,116.12276345152000
54280,Kalgoorlie/Boulder,C,95498.052,-30.74941314440480,125.05122665890800
54310,Karratha,C,15237.3974,-21.049280368513000,117.03609290169000
54340,Katanning,S,1518.1854,-33.64830044383780,117.68421630667200
54410,Kellerberrin,S,1915.433,-31.582345843006,117.81452583273100
54480,Kent,S,5624.5818,-33.55082935043600,118.57223551747000
54550,Kojonup,S,2930.9926,-33.90763659130990,117.04801183882700
54620,Kondinin,S,7440.8016,-32.42731713748310,119.18479918163500
54690,Koorda,S,2832.3131,-30.590491563646300,117.42546142406400
54760,Kulin,S,4718.9219,-32.71752012319130,118.57610616681100
54830,Kwinana,C,120.0121,-32.22769020222630,115.82866203757600
54900,Lake Grace,S,11886.3199,-33.05989715857640,119.28752843632200
54970,Laverton,S,179984.601,-27.891120940985100,125.40147767499900
55040,Leonora,S,31915.0562,-28.212327923597700,121.14536605100000
55110,Mandurah,C,174.8967,-32.633795948448300,115.68292402385400
55180,Manjimup,S,7029.6077,-34.557140171352200,116.32567814696800
55250,Meekatharra,S,100188.5477,-25.14011036139140,118.8640127357650
55320,Melville,C,52.8506,-32.04744660987130,115.8293881538990
55390,Menzies,S,124110.9368,-29.575105388544900,123.97091544033500
55460,Merredin,S,3293.7824,-31.515327751997800,118.35934880211800
55530,Mingenew,S,1934.8857,-29.15819915171140,115.48424934791700
55600,Moora,S,3763.0254,-30.49805818973340,116.18544377701300
55670,Morawa,S,3510.5928,-29.066919482649000,116.01708728685100
55740,Mosman Park,T,4.3472,-32.01480438737180,115.7655457327160
55810,Mount Magnet,S,13858.1182,-28.238065600561500,117.97640838635600
55880,Mount Marshall,S,10184.5937,-30.183766156121500,117.9621777141270
55950,Mukinbudin,S,3426.9441,-30.629953538064700,118.3111357856260
56090,Mundaring,S,643.2013,-31.89993679972090,116.25163156570400
56160,Murchison,S,45046.0922,-26.75184647115750,116.29975403636900
56230,Murray,S,1703.4688,-32.62366266088640,115.98943158367400
56300,Nannup,S,3053.9361,-34.12843586238060,115.66389613445800
56370,Narembeen,S,3809.0285,-32.04711571945900,118.65384822395900
56460,Narrogin,S,1631.3024,-32.99537812156700,117.26224944029600
56580,Nedlands,C,19.645,-31.972449561413500,115.78957756347900
56620,Ngaanyatjarraku,S,159821.7026,-25.094842574958200,126.83536317033100
56730,Northam,S,1431.2215,-31.685947328797500,116.63599605643700
56790,Northampton,S,12543.7142,-27.75307949166010,114.64591370072800
56860,Nungarin,S,1166.0245,-31.149393844910000,118.20808814043000
56930,Peppermint Grove,S,1.0677,-31.99933320833890,115.7671427279010
57000,Perenjori,S,8301.3551,-29.44394059670540,116.61141617457100
57080,Perth,C,13.7193,-31.96017229714710,115.84654465431700
57140,Pingelly,S,1294.5721,-32.519959088150500,117.22204647588400
57210,Plantagenet,S,4876.6821,-34.59721900198500,117.56196898761200
57280,Port Hedland,T,18417.0777,-20.929123061022900,118.67320352226800
57350,Quairading,S,2016.9269,-32.00481569648040,117.4234397153240
57420,Ravensthorpe,S,9841.7503,-33.61619563447930,120.13859849156600
57490,Rockingham,C,257.497,-32.344182528651100,115.78899680071400
57630,Sandstone,S,32605.2911,-28.33591442980720,119.17311270540700
57700,Serpentine-Jarrahdale,S,901.2056,-32.34425580262080,116.03433102987000
57770,Shark Bay,S,24201.2466,-26.536726989243200,114.52514359770000
57840,South Perth,C,19.8116,-31.997857054603200,115.87001480109900
57910,Stirling,C,104.727,-31.885693240732000,115.81962691428800
57980,Subiaco,C,5.6182,-31.952022923415900,115.81871885020200
58050,Swan,C,1042.9933,-31.741277324822000,116.06741255699000
58190,Tammin,S,1101.692,-31.606676265023600,117.4949908607770
58260,Three Springs,S,2656.6928,-29.525767309820700,115.57731570856900
58330,Toodyay,S,1691.6486,-31.471092705430700,116.38065466901500
58400,Trayning,S,1651.2043,-31.144011763023000,117.80687325372300
58470,Upper Gascoyne,S,57809.8737,-24.726589292371900,116.35511114334600
58510,Victoria Park,T,17.9397,-31.979713693616800,115.90147001019100
58540,Victoria Plains,S,2551.0132,-31.014335025895900,116.3195939368770
58570,Vincent,C,11.3769,-31.931290403268000,115.85254458635900
58610,Wagin,S,1946.1763,-33.27669357350630,117.36992906519500
58680,Wandering,S,1903.8645,-32.54718278072340,116.58125508411900
58760,Wanneroo,C,683.2603,-31.611764851384700,115.76294915566600
58820,Waroona,S,832.2286,-32.85795233388290,115.92009528916800
58890,West Arthur,S,2831.8272,-33.45713016918400,116.73936719026700
59030,Westonia,S,3319.4497,-30.967576867202800,118.65624701930800
59100,Wickepin,S,2040.8985,-32.80696475853370,117.6717616916650
59170,Williams,S,2304.7119,-33.07142707325560,116.72808922370000
59250,Wiluna,S,181297.3382,-25.312028196493700,122.24507953247700
59310,Wongan-Ballidu,S,3365.0675,-30.717130777326500,116.8426142151580
59320,Woodanilling,S,1128.8348,-33.53366586238150,117.33806234170800
59330,Wyalkatchem,S,1594.4885,-31.186689070930100,117.43527703607700
59340,Wyndham-East Kimberley,S,112065.9843,-15.558978185770100,127.0516770239310
59350,Yalgoo,S,27949.4641,-28.56517308183830,117.05027308579100
59360,Yilgarn,S,30428.765,-30.95734797286980,119.3419850484840
59370,York,S,2131.5916,-31.926379706844100,116.73542792608000
59499,No usual address (WA),,0.0,0.0,0.0
59799,Migratory - Offshore - Shipping (WA),,0.0,0.0,0.0
60210,Break O Day,M,3523.8859,-41.425307956641700,148.04989460573700
60410,Brighton,M,171.1508,-42.71934076737970,147.26095352701800
60610,Burnie,C,610.9529,-41.21605783388630,145.80619367278800
60810,Central Coast (Tas.),M,933.0892,-41.281247680707200,146.04002334985500
61010,Central Highlands (Tas.),M,7982.4155,-42.21234561897520,146.64605834461100
61210,Circular Head,M,4898.011,-41.078948789854,145.01465426215700
61410,Clarence,C,377.9552,-42.83702627988520,147.4341340659490
61510,Derwent Valley,M,4108.1112,-42.81296969478800,146.4213567441270
61610,Devonport,C,111.259,-41.20869692741230,146.31189943353200
61810,Dorset,M,3230.5456,-41.07212137452540,147.70851454491700
62010,Flinders (Tas.),M,1996.6244,-40.11936708395430,148.09784891889100
62210,George Town,M,653.4377,-41.10217987478960,147.02601659185000
62410,Glamorgan/Spring Bay,M,2591.5618,-42.26918005991300,147.96534731087400
62610,Glenorchy,C,121.1483,-42.839333146404000,147.21976047143800
62810,Hobart,C,77.9097,-42.89783875253940,147.28760659566700
63010,Huon Valley,M,5507.3541,-43.25142970806780,146.59715481583200
63210,Kentish,M,1156.1887,-41.45396930951780,146.18351449297200
63410,King Island,M,1095.7407,-39.86381397890430,143.98548010171400
63610,Kingborough,M,720.1029,-43.189198841646600,147.262334732365
63810,Latrobe (Tas.),M,600.4617,-41.24398315639930,146.56002152213100
64010,Launceston,C,1413.6306,-41.36063424246230,147.30581472601500
64210,Meander Valley,M,3330.8145,-41.626654377939300,146.48478161484500
64610,Northern Midlands,M,5135.2503,-41.84018692575070,147.460168215539
64810,Sorell,M,583.7776,-42.778680233661700,147.6961444017770
65010,Southern Midlands,M,2615.4934,-42.43456222735910,147.4005507603620
65210,Tasman,M,660.3947,-43.05468704282390,147.83465249530800
65410,Waratah/Wynyard,M,3535.9075,-41.383241552530600,145.4953807364190
65610,West Coast,M,9583.5388,-42.29818813758740,145.63731900941000
65810,West Tamar,M,691.147,-41.2816419665381,146.86439621438900
69499,No usual address (Tas.),,0.0,0.0,0.0
69799,Migratory - Offshore - Shipping (Tas.),,0.0,0.0,0.0
70200,Alice Springs,T,327.7133,-23.7350731335645,133.8547686240820
70420,Barkly,R,322713.2188,-19.444096042441800,135.08474620788400
70540,Belyuen,S,41.4054,-12.538184633062100,130.6831805277890
70620,Central Desert,R,281312.0262,-21.489836592226900,132.41529991448500
70700,Coomalie,S,2056.0547,-13.125752177508000,131.08285406776700
71000,Darwin,C,111.318,-12.39845244411900,130.88698625720500
71300,East Arnhem,R,33309.9334,-12.933243729261900,135.74553078358100
72200,Katherine,T,7416.6444,-14.690172694367900,132.19508198088100
72300,Litchfield,M,2903.1459,-12.53745077295030,131.12180057463800
72330,MacDonnell,R,268329.3474,-24.637301633917300,133.1615086142480
72800,Palmerston,C,52.6559,-12.502519410555500,130.9791767861920
73600,Roper Gulf,R,185210.2475,-15.434839703386000,134.65113097691100
74050,Tiwi Islands,R,7483.1661,-11.559845460038000,130.81629613909900
74550,Victoria Daly,R,153287.0839,-16.24958627442410,130.6586269153000
74560,Wagait,S,5.6378,-12.441235456365800,130.74970469644500
74660,West Arnhem,R,49675.0343,-12.508058173681200,133.25851353136100
74680,West Daly,R,14069.6979,-14.223007317836200,130.06033936644400
79399,Unincorporated NT,,19789.9972,-13.112455012996600,131.18721783031300
79499,No usual address (NT),,0.0,0.0,0.0
79799,Migratory - Offshore - Shipping (NT),,0.0,0.0,0.0
89399,Unincorporated ACT,,2358.172,-35.48876608135750,149.00252306971300
89499,No usual address (ACT),,0.0,0.0,0.0
89799,Migratory - Offshore - Shipping (ACT),,0.0,0.0,0.0
99399,Unincorp. Other Territories,,256.3162,-20.79726518170480,128.3685429062330
99499,No usual address (OT),,0.0,0.0,0.0
99799,Migratory - Offshore - Shipping (OT),,0.0,0.0,0.0
